詞頻序號	詞目	出現頻次	累積頻次	累積百分比
8316	多情	9	408286	76.969371
8317	好奇心	9	408295	76.971068
8318	守城	9	408304	76.972765
8319	安然	9	408313	76.974462
8320	寺廟	9	408322	76.976159
8321	年均溫	9	408331	76.977856
8322	年前	9	408340	76.979553
8323	式微	9	408349	76.981250
8324	成功率	9	408358	76.982947
8325	成形	9	408367	76.984644
8326	成品	9	408376	76.986341
8327	早日	9	408385	76.988038
8328	早安	9	408394	76.989735
8329	有心人	9	408403	76.991432
8330	有權	9	408412	76.993129
8331	此情可問天	9	408421	76.994826
8332	死神	9	408430	76.996523
8333	汙水	9	408439	76.998220
8334	老年	9	408448	76.999917
8335	老年人	9	408457	77.001614
8336	老式	9	408466	77.003311
8337	老是	9	408475	77.005008
8338	老街	9	408484	77.006705
8339	耳聾	9	408493	77.008402
8340	肉眼	9	408502	77.010099
8341	肋骨	9	408511	77.011796
8342	自主性	9	408520	77.013493
8343	自由派	9	408529	77.015190
8344	色素	9	408538	77.016887
8345	行庫	9	408547	77.018584
8346	行蹤	9	408556	77.020281
8347	西德	9	408565	77.021978
8348	伴侶	9	408574	77.023675
8349	佛陀	9	408583	77.025372
8350	何去何從	9	408592	77.027069
8351	作曲家	9	408601	77.028766
8352	作客	9	408610	77.030463
8353	判定	9	408619	77.032160
8354	利基	9	408628	77.033857
8355	助人	9	408637	77.035554
8356	助理	9	408646	77.037251
8357	卵子	9	408655	77.038948
8358	吞噬	9	408664	77.040645
8359	壯麗	9	408673	77.042342
8360	妙招	9	408682	77.044039
8361	妓女	9	408691	77.045736
8362	尾門	9	408700	77.047433
8363	快活	9	408709	77.049130
8364	快點	9	408718	77.050827
8365	抄家	9	408727	77.052524
8366	抄襲	9	408736	77.054221
8367	抗日	9	408745	77.055918
8368	抗衡	9	408754	77.057615
8369	扶持	9	408763	77.059312
8370	找回	9	408772	77.061009
8371	改正	9	408781	77.062706
8372	更動	9	408790	77.064403
8373	李文雄	9	408799	77.066100
8374	村民	9	408808	77.067797
8375	村長	9	408817	77.069494
8376	沉迷	9	408826	77.071191
8377	沉靜	9	408835	77.072888
8378	沐浴	9	408844	77.074585
8379	汽車業	9	408853	77.076282
8380	私校	9	408862	77.077979
8381	赤道	9	408871	77.079676
8382	赤裸裸	9	408880	77.081373
8383	走失	9	408889	77.083070
8384	走私船	9	408898	77.084767
8385	身手	9	408907	77.086464
8386	車重	9	408916	77.088161
8387	辛勞	9	408925	77.089858
8388	巡邏	9	408934	77.091555
8389	防火	9	408943	77.093252
8390	防傾桿	9	408952	77.094949
8391	防震	9	408961	77.096646
8392	並列	9	408970	77.098343
8393	亞述	9	408979	77.100040
8394	供應商	9	408988	77.101737
8395	來函	9	408997	77.103434
8396	來信	9	409006	77.105131
8397	刻板	9	409015	77.106828
8398	券商	9	409024	77.108525
8399	刺細胞	9	409033	77.110222
8400	刮目相看	9	409042	77.111919
8401	制度化	9	409051	77.113616
8402	取名	9	409060	77.115313
8403	受力	9	409069	77.117010
8404	呵護	9	409078	77.118707
8405	呼喚	9	409087	77.120404
8406	周介仁	9	409096	77.122101
8407	周邊	9	409105	77.123798
8408	命理學	9	409114	77.125495
8409	固有	9	409123	77.127192
8410	垃圾桶	9	409132	77.128889
8411	坦白	9	409141	77.130586
8412	奔跑	9	409150	77.132283
8413	委屈	9	409159	77.133980
8414	孟波	9	409168	77.135677
8415	尚可	9	409177	77.137374
8416	屈服	9	409186	77.139071
8417	岩壁	9	409195	77.140768
8418	忠誠	9	409204	77.142465
8419	性知識	9	409213	77.144162
8420	性情	9	409222	77.145859
8421	房市	9	409231	77.147556
8422	房門	9	409240	77.149253
8423	拉風	9	409249	77.150950
8424	拉開	9	409258	77.152647
8425	招手	9	409267	77.154344
8426	拔河	9	409276	77.156041
8427	放手	9	409285	77.157738
8428	放任	9	409294	77.159435
8429	放風箏	9	409303	77.161132
8430	明月	9	409312	77.162829
8431	明珠	9	409321	77.164526
8432	昇高	9	409330	77.166223
8433	服務中心	9	409339	77.167920
8434	朋馳車廠	9	409348	77.169617
8435	東南	9	409357	77.171314
8436	東漢	9	409366	77.173011
8437	果園	9	409375	77.174708
8438	林口	9	409384	77.176405
8439	武俠片	9	409393	77.178102
8440	泌尿	9	409402	77.179799
8441	泥巴	9	409411	77.181496
8442	河口	9	409420	77.183193
8443	河道	9	409429	77.184890
8444	法人機構	9	409438	77.186587
8445	法蘭克福	9	409447	77.188284
8446	泡湯	9	409456	77.189981
8447	爭奪戰	9	409465	77.191678
8448	玩弄	9	409474	77.193375
8449	玩耍	9	409483	77.195072
8450	直航	9	409492	77.196769
8451	社論	9	409501	77.198466
8452	空地	9	409510	77.200163
8453	股利	9	409519	77.201860
8454	芭蕾舞團	9	409528	77.203557
8455	花季	9	409537	77.205254
8456	初次	9	409546	77.206951
8457	表徵	9	409555	77.208648
8458	迎合	9	409564	77.210345
8459	金剛	9	409573	77.212042
8460	金髮	9	409582	77.213739
8461	長片	9	409591	77.215436
8462	長廊	9	409600	77.217133
8463	門戶	9	409609	77.218830
8464	門窗	9	409618	77.220527
8465	附帶	9	409627	77.222224
8466	雨季	9	409636	77.223921
8467	雨林	9	409645	77.225618
8468	信託公司	9	409654	77.227315
8469	信託銀行	9	409663	77.229012
8470	前身	9	409672	77.230709
8471	勇往直前	9	409681	77.232406
8472	勉勵	9	409690	77.234103
8473	哈哈大笑	9	409699	77.235800
8474	哈蘭	9	409708	77.237497
8475	城市獵人	9	409717	77.239194
8476	姚廣孝	9	409726	77.240891
8477	威龍闖天關	9	409735	77.242588
8478	客機	9	409744	77.244285
8479	封王	9	409753	77.245982
8480	帝國主義	9	409762	77.247679
8481	幽靈	9	409771	77.249376
8482	度假	9	409780	77.251073
8483	建成	9	409789	77.252770
8484	建廠	9	409798	77.254467
8485	後援會	9	409807	77.256164
8486	後頭	9	409816	77.257861
8487	急切	9	409825	77.259558
8488	急診	9	409834	77.261255
8489	怨恨	9	409843	77.262952
8490	拜拜	9	409852	77.264649
8491	指令	9	409861	77.266346
8492	政治犯	9	409870	77.268043
8493	政體	9	409879	77.269740
8494	故人	9	409888	77.271437
8495	施顏祥	9	409897	77.273134
8496	昭儀	9	409906	77.274831
8497	柔和	9	409915	77.276528
8498	流向	9	409924	77.278225
8499	流汗	9	409933	77.279922
8500	流星	9	409942	77.281619
8501	津貼	9	409951	77.283316
8502	洗碗	9	409960	77.285013
8503	派克	9	409969	77.286710
8504	洩漏	9	409978	77.288407
8505	為此	9	409987	77.290104
8506	皇太子	9	409996	77.291801
8507	省時	9	410005	77.293498
8508	相師	9	410014	77.295195
8509	相聚	9	410023	77.296892
8510	相應	9	410032	77.298589
8511	相識	9	410041	77.300286
8512	研究院	9	410050	77.301983
8513	研商	9	410059	77.303680
8514	研習會	9	410068	77.305377
8515	砍伐	9	410077	77.307074
8516	紅山	9	410086	77.308771
8517	紀律	9	410095	77.310468
8518	美女與野獸	9	410104	77.312165
8519	美德	9	410113	77.313862
8520	背負	9	410122	77.315559
8521	胎兒	9	410131	77.317256
8522	致富	9	410140	77.318953
8523	致癌	9	410149	77.320650
8524	苦練	9	410158	77.322347
8525	要領	9	410167	77.324044
8526	訂立	9	410176	77.325741
8527	訂婚	9	410185	77.327438
8528	負債	9	410194	77.329135
8529	重生	9	410203	77.330832
8530	重任	9	410212	77.332529
8531	陌生人	9	410221	77.334226
8532	降溫	9	410230	77.335923
8533	降臨	9	410239	77.337620
8534	音效	9	410248	77.339317
8535	風采	9	410257	77.341014
8536	風靡	9	410266	77.342711
8537	飛揚	9	410275	77.344408
8538	飛越	9	410284	77.346105
8539	食慾	9	410293	77.347802
8540	首日	9	410302	77.349499
8541	首戰	9	410311	77.351196
8542	香港人	9	410320	77.352893
8543	香港腳	9	410329	77.354590
8544	修養	9	410338	77.356287
8545	剝奪	9	410347	77.357984
8546	原舞者	9	410356	77.359681
8547	哭泣	9	410365	77.361378
8548	娘娘	9	410374	77.363075
8549	孫女	9	410383	77.364772
8550	家庭主婦	9	410392	77.366469
8551	家教	9	410401	77.368166
8552	家境	9	410410	77.369863
8553	差錯	9	410419	77.371560
8554	師長	9	410428	77.373257
8555	徒步	9	410437	77.374954
8556	拿起	9	410446	77.376651
8557	挫敗	9	410455	77.378348
8558	效用	9	410464	77.380045
8559	旅途	9	410473	77.381742
8560	時分	9	410482	77.383439
8561	晉升	9	410491	77.385136
8562	朗誦	9	410500	77.386833
8563	栽培	9	410509	77.388530
8564	氣象局	9	410518	77.390227
8565	氣憤	9	410527	77.391924
8566	消長	9	410536	77.393621
8567	消暑	9	410545	77.395318
8568	海水浴場	9	410554	77.397015
8569	海風	9	410563	77.398712
8570	浮冰	9	410572	77.400409
8571	烤肉	9	410581	77.402106
8572	烈血大風暴	9	410590	77.403803
8573	烏鴉	9	410599	77.405500
8574	特價	9	410608	77.407197
8575	班上	9	410617	77.408894
8576	琉球	9	410626	77.410591
8577	琉璃	9	410635	77.412288
8578	破敗	9	410644	77.413985
8579	破滅	9	410653	77.415682
8580	破舊	9	410662	77.417379
8581	神仙	9	410671	77.419076
8582	神氣	9	410680	77.420773
8583	神童	9	410689	77.422470
8584	租車	9	410698	77.424167
8585	站穩	9	410707	77.425864
8586	納稅人	9	410716	77.427561
8587	紙張	9	410725	77.429258
8588	胸骨	9	410734	77.430955
8589	胸腔	9	410743	77.432652
8590	航空公司	9	410752	77.434349
8591	茫然	9	410761	77.436046
8592	記憶力	9	410770	77.437743
8593	起色	9	410779	77.439440
8594	起舞	9	410788	77.441137
8595	送往	9	410797	77.442834
8596	逆差	9	410806	77.444531
8597	迷失	9	410815	77.446228
8598	迷你車	9	410824	77.447925
8599	迷宮	9	410833	77.449622
8600	退潮	9	410842	77.451319
8601	退學	9	410851	77.453016
8602	退縮	9	410860	77.454713
8603	迴響	9	410869	77.456410
8604	追趕	9	410878	77.458107
8605	閃爍	9	410887	77.459804
8606	陡峭	9	410896	77.461501
8607	馬達加斯加島	9	410905	77.463198
8608	高峰會議	9	410914	77.464895
8609	高處	9	410923	77.466592
8610	高等	9	410932	77.468289
8611	高等法院	9	410941	77.469986
8612	高貴	9	410950	77.471683
8613	偽裝	9	410959	77.473380
8614	停頓	9	410968	77.475077
8615	假裝	9	410977	77.476774
8616	側面	9	410986	77.478471
8617	剪輯	9	410995	77.480168
8618	副主席	9	411004	77.481865
8619	動動腦	9	411013	77.483562
8620	商圈	9	411022	77.485259
8621	問候	9	411031	77.486956
8622	問路	9	411040	77.488653
8623	國民教育	9	411049	77.490350
8624	國泰人壽	9	411058	77.492047
8625	堅硬	9	411067	77.493744
8626	培養皿	9	411076	77.495441
8627	帶回	9	411085	77.497138
8628	張曼玉	9	411094	77.498835
8629	強暴	9	411103	77.500532
8630	從頭到尾	9	411112	77.502229
8631	情調	9	411121	77.503926
8632	惜福	9	411130	77.505623
8633	接班人	9	411139	77.507320
8634	接送	9	411148	77.509017
8635	接獲	9	411157	77.510714
8636	捧場	9	411166	77.512411
8637	掉落	9	411175	77.514108
8638	掛號	9	411184	77.515805
8639	推陳出新	9	411193	77.517502
8640	推開	9	411202	77.519199
8641	推敲	9	411211	77.520896
8642	推算	9	411220	77.522593
8643	排灣族	9	411229	77.524290
8644	救人	9	411238	77.525987
8645	救助	9	411247	77.527684
8646	救命	9	411256	77.529381
8647	教員	9	411265	77.531078
8648	啟程	9	411274	77.532775
8649	晨曦會	9	411283	77.534472
8650	混淆	9	411292	77.536169
8651	混雜	9	411301	77.537866
8652	淘氣	9	411310	77.539563
8653	深造	9	411319	77.541260
8654	深層	9	411328	77.542957
8655	焊接	9	411337	77.544654
8656	猛烈	9	411346	77.546351
8657	理所當然	9	411355	77.548048
8658	甜美	9	411364	77.549745
8659	產能	9	411373	77.551442
8660	盛產	9	411382	77.553139
8661	盛會	9	411391	77.554836
8662	眾生相	9	411400	77.556533
8663	眾所周知	9	411409	77.558230
8664	眼界	9	411418	77.559927
8665	眼瞼	9	411427	77.561624
8666	票券	9	411436	77.563321
8667	第二春	9	411445	77.565018
8668	細長	9	411454	77.566715
8669	終結者	9	411463	77.568412
8670	莫大	9	411472	77.570109
8671	荷花	9	411481	77.571806
8672	袋子	9	411490	77.573503
8673	規避	9	411499	77.575200
8674	設想	9	411508	77.576897
8675	貧童	9	411517	77.578594
8676	軟式	9	411526	77.580291
8677	通行	9	411535	77.581988
8678	連連	9	411544	77.583685
8679	連揆	9	411553	77.585382
8680	連環	9	411562	77.587079
8681	連繫	9	411571	77.588776
8682	逐一	9	411580	77.590473
8683	造訪	9	411589	77.592170
8684	造價	9	411598	77.593867
8685	部署	9	411607	77.595564
8686	都委會	9	411616	77.597261
8687	都會區	9	411625	77.598958
8688	酗酒	9	411634	77.600655
8689	野鳥	9	411643	77.602352
8690	野獸	9	411652	77.604049
8691	頂端	9	411661	77.605746
8692	麻痺	9	411670	77.607443
8693	創建	9	411679	77.609140
8694	勞委會	9	411688	77.610837
8695	勞基法	9	411697	77.612534
8696	喜事	9	411706	77.614231
8697	喇嘛	9	411715	77.615928
8698	圍觀	9	411724	77.617625
8699	報刊	9	411733	77.619322
8700	報酬率	9	411742	77.621019
8701	寒冬	9	411751	77.622716
8702	富人	9	411760	77.624413
8703	復興	9	411769	77.626110
8704	惡作劇	9	411778	77.627807
8705	摒除	9	411787	77.629504
8706	揚名	9	411796	77.631201
8707	智商	9	411805	77.632898
8708	棕色	9	411814	77.634595
8709	欺負	9	411823	77.636292
8710	殘骸	9	411832	77.637989
8711	渲染	9	411841	77.639686
8712	湖北	9	411850	77.641383
8713	滋潤	9	411859	77.643080
8714	湄洲	9	411868	77.644777
8715	無與倫比	9	411877	77.646474
8716	番茄	9	411886	77.648171
8717	發抖	9	411895	77.649868
8718	發言人	9	411904	77.651565
8719	發洩	9	411913	77.653262
8720	發音	9	411922	77.654959
8721	硬性	9	411931	77.656656
8722	稅務	9	411940	77.658353
8723	童心	9	411949	77.660050
8724	華府	9	411958	77.661747
8725	華國鋒	9	411967	77.663444
8726	華裔	9	411976	77.665141
8727	華僑	9	411985	77.666838
8728	著迷	9	411994	77.668535
8729	著落	9	412003	77.670232
8730	菜價	9	412012	77.671929
8731	街角	9	412021	77.673626
8732	評量	9	412030	77.675323
8733	評審團	9	412039	77.677020
8734	賀卡	9	412048	77.678717
8735	越野賽	9	412057	77.680414
8736	超商	9	412066	77.682111
8737	辜振甫	9	412075	77.683808
8738	開往	9	412084	77.685505
8739	開班	9	412093	77.687202
8740	開業	9	412102	77.688899
8741	開端	9	412111	77.690596
8742	開徵	9	412120	77.692293
8743	開闊	9	412129	77.693990
8744	間斷	9	412138	77.695687
8745	集結	9	412147	77.697384
8746	集集支線	9	412156	77.699081
8747	集錦	9	412165	77.700778
8748	雲林縣	9	412174	77.702475
8749	順手	9	412183	77.704172
8750	須知	9	412192	77.705869
8751	黃石公園	9	412201	77.707566
8752	傲人	9	412210	77.709263
8753	傳動	9	412219	77.710960
8754	催促	9	412228	77.712657
8755	傷痕	9	412237	77.714354
8756	勤快	9	412246	77.716051
8757	嗅覺	9	412255	77.717748
8758	圓山	9	412264	77.719445
8759	填補	9	412273	77.721142
8760	奧黛麗赫本	9	412282	77.722839
8761	意在言外	9	412291	77.724536
8762	想出	9	412300	77.726233
8763	想辦法	9	412309	77.727930
8764	搜集	9	412318	77.729627
8765	搶眼	9	412327	77.731324
8766	搶奪	9	412336	77.733021
8767	新人類	9	412345	77.734718
8768	新市鎮	9	412354	77.736415
8769	新國民黨連線	9	412363	77.738112
8770	新寵	9	412372	77.739809
8771	會合	9	412381	77.741506
8772	會面	9	412390	77.743203
8773	會議室	9	412399	77.744900
8774	極地	9	412408	77.746597
8775	源流	9	412417	77.748294
8776	源源不斷	9	412426	77.749991
8777	照常	9	412435	77.751688
8778	當做	9	412444	77.753385
8779	督促	9	412453	77.755082
8780	萬能	9	412462	77.756779
8781	萬華	9	412471	77.758476
8782	經理人	9	412480	77.760173
8783	經部	9	412489	77.761870
8784	經濟效益	9	412498	77.763567
8785	群星	9	412507	77.765264
8786	腰部	9	412516	77.766961
8787	腳本	9	412525	77.768658
8788	腫瘤	9	412534	77.770355
8789	艇摋	9	412543	77.772052
8790	落榜	9	412552	77.773749
8791	落選	9	412561	77.775446
8792	補給	9	412570	77.777143
8793	裝修	9	412579	77.778840
8794	解剖	9	412588	77.780537
8795	試試	9	412597	77.782234
8796	誠如	9	412606	77.783931
8797	誠信	9	412615	77.785628
8798	誠然	9	412624	77.787325
8799	詭異	9	412633	77.789022
8800	賄賂	9	412642	77.790719
8801	跨入	9	412651	77.792416
8802	路試	9	412660	77.794113
8803	跳繩	9	412669	77.795810
8804	道謝	9	412678	77.797507
8805	隔絕	9	412687	77.799204
8806	電子控制	9	412696	77.800901
8807	電扇	9	412705	77.802598
8808	電氣	9	412714	77.804295
8809	電視節目	9	412723	77.805992
8810	電話號碼	9	412732	77.807689
8811	電磁爐	9	412741	77.809386
8812	零售	9	412750	77.811083
8813	預見	9	412759	77.812780
8814	頒發	9	412768	77.814477
8815	飽和	9	412777	77.816174
8816	匱乏	9	412786	77.817871
8817	厭惡	9	412795	77.819568
8818	嘉縣	9	412804	77.821265
8819	圖表	9	412813	77.822962
8820	圖畫	9	412822	77.824659
8821	夢境	9	412831	77.826356
8822	奪冠	9	412840	77.828053
8823	對決	9	412849	77.829750
8824	幣值	9	412858	77.831447
8825	弊病	9	412867	77.833144
8826	彰化縣	9	412876	77.834841
8827	敲定	9	412885	77.836538
8828	暢談	9	412894	77.838235
8829	演進	9	412903	77.839932
8830	漢城	9	412912	77.841629
8831	漫畫家	9	412921	77.843326
8832	瑰寶	9	412930	77.845023
8833	盡興	9	412939	77.846720
8834	監委	9	412948	77.848417
8835	監視器	9	412957	77.850114
8836	監察	9	412966	77.851811
8837	福祉	9	412975	77.853508
8838	稱職	9	412984	77.855205
8839	精明	9	412993	77.856902
8840	綿延	9	413002	77.858599
8841	聚合	9	413011	77.860296
8842	聚落	9	413020	77.861993
8843	腐蝕	9	413029	77.863690
8844	腿部	9	413038	77.865387
8845	臺胞	9	413047	77.867084
8846	臺區	9	413056	77.868781
8847	與日俱增	9	413065	77.870478
8848	舞弊	9	413074	77.872175
8849	蓋子	9	413083	77.873872
8850	裸體	9	413092	77.875569
8851	認可	9	413101	77.877266
8852	誤導	9	413110	77.878963
8853	說唱	9	413119	77.880660
8854	說教	9	413128	77.882357
8855	輕巧	9	413137	77.884054
8856	輕生	9	413146	77.885751
8857	輕型	9	413155	77.887448
8858	遠眺	9	413164	77.889145
8859	遙不可及	9	413173	77.890842
8860	需求量	9	413182	77.892539
8861	領悟	9	413191	77.894236
8862	鳳梨	9	413200	77.895933
8863	墜落	9	413209	77.897630
8864	履行	9	413218	77.899327
8865	廠方	9	413227	77.901024
8866	彈跳	9	413236	77.902721
8867	憂鬱	9	413245	77.904418
8868	撰文	9	413254	77.906115
8869	撮合	9	413263	77.907812
8870	敵對	9	413272	77.909509
8871	暫緩	9	413281	77.911206
8872	暴動	9	413290	77.912903
8873	樟樹	9	413299	77.914600
8874	樁腳	9	413308	77.916297
8875	標的	9	413317	77.917994
8876	標準化	9	413326	77.919691
8877	歐陽修	9	413335	77.921388
8878	毅力	9	413344	77.923085
8879	熟識	9	413353	77.924782
8880	璀璨	9	413362	77.926479
8881	盤旋	9	413371	77.928176
8882	範例	9	413380	77.929873
8883	編制	9	413389	77.931570
8884	蔣達昌	9	413398	77.933267
8885	蝌蚪	9	413407	77.934964
8886	調控	9	413416	77.936661
8887	賠償	9	413425	77.938358
8888	賣場	9	413434	77.940055
8889	賣壓	9	413443	77.941752
8890	質樸	9	413452	77.943449
8891	鋁合金輪圈	9	413461	77.945146
8892	銳減	9	413470	77.946843
8893	養生	9	413479	77.948540
8894	劑量	9	413488	77.950237
8895	奮力	9	413497	77.951934
8896	學分	9	413506	77.953631
8897	戰術	9	413515	77.955328
8898	操控性	9	413524	77.957025
8899	操駕	9	413533	77.958722
8900	擔當	9	413542	77.960419
8901	橫向	9	413551	77.962116
8902	橫跨	9	413560	77.963813
8903	橢圓形	9	413569	77.965510
8904	橋墩	9	413578	77.967207
8905	機種	9	413587	77.968904
8906	機體	9	413596	77.970601
8907	歷來	9	413605	77.972298
8908	歷練	9	413614	77.973995
8909	獨力	9	413623	77.975692
8910	縣民	9	413632	77.977389
8911	興致	9	413641	77.979086
8912	褪色	9	413650	77.980783
8913	親朋好友	9	413659	77.982480
8914	輸卵管	9	413668	77.984177
8915	辦公大樓	9	413677	77.985874
8916	選風	9	413686	77.987571
8917	遺體	9	413695	77.989268
8918	錯亂	9	413704	77.990965
8919	錄音機	9	413713	77.992662
8920	靜物	9	413722	77.994359
8921	頭蓋骨	9	413731	77.996056
8922	鴨子	9	413740	77.997753
8923	優選	9	413749	77.999450
8924	壓軸	9	413758	78.001147
8925	擊中	9	413767	78.002844
8926	曙光	9	413776	78.004541
8927	環署	9	413785	78.006238
8928	縮水	9	413794	78.007935
8929	績優股	9	413803	78.009632
8930	總和	9	413812	78.011329
8931	總計	9	413821	78.013026
8932	總幹事	9	413830	78.014723
8933	縱容	9	413839	78.016420
8934	繁多	9	413848	78.018117
8935	聲稱	9	413857	78.019814
8936	舉手	9	413866	78.021511
8937	舉動	9	413875	78.023208
8938	薄弱	9	413884	78.024905
8939	謙虛	9	413893	78.026602
8940	賽車場	9	413902	78.028299
8941	還能	9	413911	78.029996
8942	醜陋	9	413920	78.031693
8943	鍾愛	9	413929	78.033390
8944	鮮血	9	413938	78.035087
8945	黏土板	9	413947	78.036784
8946	點燈	9	413956	78.038481
8947	叢書	9	413965	78.040178
8948	嚮導	9	413974	78.041875
8949	斷言	9	413983	78.043572
8950	歸政	9	413992	78.045269
8951	歸屬	9	414001	78.046966
8952	獵戶座	9	414010	78.048663
8953	簡章	9	414019	78.050360
8954	翻開	9	414028	78.052057
8955	翻新	9	414037	78.053754
8956	職業婦女	9	414046	78.055451
8957	蹤跡	9	414055	78.057148
8958	轉彎	9	414064	78.058845
8959	醬油	9	414073	78.060542
8960	離心力	9	414082	78.062239
8961	雜亂	9	414091	78.063936
8962	雙十	9	414100	78.065633
8963	雙管齊下	9	414109	78.067330
8964	禱告	9	414118	78.069027
8965	簽訂	9	414127	78.070724
8966	贈品	9	414136	78.072421
8967	關西	9	414145	78.074118
8968	關門	9	414154	78.075815
8969	寶島	9	414163	78.077512
8970	礦物	9	414172	78.079209
8971	競逐	9	414181	78.080906
8972	觸動	9	414190	78.082603
8973	警報	9	414199	78.084300
8974	闡釋	9	414208	78.085997
8975	黨員	9	414217	78.087694
8976	黨團	9	414226	78.089391
8977	鐵軌	9	414235	78.091088
8978	霸主	9	414244	78.092785
8979	露珠	9	414253	78.094482
8980	饗宴	9	414262	78.096179
8981	攤販	9	414271	78.097876
8982	驚異	9	414280	78.099573
8983	驚醒	9	414289	78.101270
8984	鑽石	9	414298	78.102967
8985	噁心	9	414307	78.104664
8986	糗事	9	414316	78.106361
8987	一大早	8	414324	78.107869
8988	一句話	8	414332	78.109377
8989	一年	8	414340	78.110885
8990	一批	8	414348	78.112393
8991	一無所知	8	414356	78.113901
8992	一項	8	414364	78.115409
8993	一點點	8	414372	78.116917
8994	二十二碳六烯酸	8	414380	78.118425
8995	人行道	8	414388	78.119933
8996	人間世	8	414396	78.121441
8997	人影	8	414404	78.122949
8998	入主	8	414412	78.124457
8999	入院	8	414420	78.125965
9000	入會	8	414428	78.127473
9001	八成	8	414436	78.128981
9002	十月	8	414444	78.130489
9003	三重	8	414452	78.131997
9004	三溫暖	8	414460	78.133505
9005	三疊紀	8	414468	78.135013
9006	下水	8	414476	78.136521
9007	下鄉	8	414484	78.138029
9008	下廚	8	414492	78.139537
9009	上車	8	414500	78.141045
9010	上限	8	414508	78.142553
9011	上級	8	414516	78.144061
9012	上當	8	414524	78.145569
9013	士大夫	8	414532	78.147077
9014	大手筆	8	414540	78.148585
9015	大軍	8	414548	78.150093
9016	大異其趣	8	414556	78.151601
9017	大街	8	414564	78.153109
9018	大街小巷	8	414572	78.154617
9019	大漲	8	414580	78.156125
9020	大盤	8	414588	78.157633
9021	女童	8	414596	78.159141
9022	子宮外孕	8	414604	78.160649
9023	子彈	8	414612	78.162157
9024	小人物	8	414620	78.163665
9025	小巧	8	414628	78.165173
9026	小便	8	414636	78.166681
9027	小津安二郎	8	414644	78.168189
9028	小溪	8	414652	78.169697
9029	小腸	8	414660	78.171205
9030	小夥子	8	414668	78.172713
9031	小貓咪	8	414676	78.174221
9032	山羊	8	414684	78.175729
9033	工友	8	414692	78.177237
9034	工會	8	414700	78.178745
9035	才情	8	414708	78.180253
9036	才華	8	414716	78.181761
9037	不外乎	8	414724	78.183269
9038	不由得	8	414732	78.184777
9039	不自覺	8	414740	78.186285
9040	中日	8	414748	78.187793
9041	中止	8	414756	78.189301
9042	中古	8	414764	78.190809
9043	中立	8	414772	78.192317
9044	中型車	8	414780	78.193825
9045	中科院	8	414788	78.195333
9046	中美洲	8	414796	78.196841
9047	中級	8	414804	78.198349
9048	中區	8	414812	78.199857
9049	中廣	8	414820	78.201365
9050	五月	8	414828	78.202873
9051	五穀	8	414836	78.204381
9052	內外	8	414844	78.205889
9053	內政	8	414852	78.207397
9054	公地放領	8	414860	78.208905
9055	公克	8	414868	78.210413
9056	公差	8	414876	78.211921
9057	公費	8	414884	78.213429
9058	公權力	8	414892	78.214937
9059	分公司	8	414900	78.216445
9060	分化	8	414908	78.217953
9061	分組	8	414916	78.219461
9062	切斷	8	414924	78.220969
9063	午睡	8	414932	78.222477
9064	反之	8	414940	78.223985
9065	反駁	8	414948	78.225493
9066	天候	8	414956	78.227001
9067	太極拳	8	414964	78.228509
9068	夭折	8	414972	78.230017
9069	引爆	8	414980	78.231525
9070	心肌梗塞	8	414988	78.233033
9071	心胸	8	414996	78.234541
9072	心智障礙	8	415004	78.236049
9073	手裡	8	415012	78.237557
9074	扎根	8	415020	78.239065
9075	支流	8	415028	78.240573
9076	方程式	8	415036	78.242081
9077	日月潭	8	415044	78.243589
9078	日光	8	415052	78.245097
9079	日程	8	415060	78.246605
9080	日曆	8	415068	78.248113
9081	木板	8	415076	78.249621
9082	欠佳	8	415084	78.251129
9083	水池	8	415092	78.252637
9084	火車頭	8	415100	78.254145
9085	牛仔	8	415108	78.255653
9086	牛蛙	8	415116	78.257161
9087	王妃	8	415124	78.258669
9088	王府	8	415132	78.260177
9089	王慧君	8	415140	78.261685
9090	世事	8	415148	78.263193
9091	世界紀錄	8	415156	78.264701
9092	主婦聯盟	8	415164	78.266209
9093	主播	8	415172	78.267717
