詞頻序號	詞目	出現頻次	累積頻次	累積百分比
59901	調輻	1	526026	99.181414
59902	調離	1	526027	99.181603
59903	調攝	1	526028	99.181792
59904	調變解調器	1	526029	99.181981
59905	誰人甲我比	1	526030	99.182170
59906	誰知	1	526031	99.182359
59907	論及婚嫁	1	526032	99.182548
59908	論孟	1	526033	99.182737
59909	論爭	1	526034	99.182926
59910	論者	1	526035	99.183115
59911	論政	1	526036	99.183304
59912	論處	1	526037	99.183493
59913	論著	1	526038	99.183682
59914	論評	1	526039	99.183871
59915	論戰	1	526040	99.184060
59916	論斷	1	526041	99.184249
59917	論題	1	526042	99.184438
59918	論證	1	526043	99.184627
59919	論辯	1	526044	99.184816
59920	諍友	1	526045	99.185005
59921	誹聞	1	526046	99.185194
59922	誹謗案	1	526047	99.185383
59923	豎直	1	526048	99.185572
59924	豎逆	1	526049	99.185761
59925	豎碑	1	526050	99.185950
59926	豬刀	1	526051	99.186139
59927	豬毛	1	526052	99.186328
59928	豬耳朵	1	526053	99.186517
59929	豬尾猴	1	526054	99.186706
59930	豬肚	1	526055	99.186895
59931	豬舍	1	526056	99.187084
59932	豬哥亮	1	526057	99.187273
59933	豬展	1	526058	99.187462
59934	豬胰島細胞	1	526059	99.187651
59935	豬隻	1	526060	99.187840
59936	豬頭	1	526061	99.188029
59937	豬糞尿	1	526062	99.188218
59938	豬籠草	1	526063	99.188407
59939	豬獼	1	526064	99.188596
59940	賠錢貨	1	526065	99.188785
59941	賞光	1	526066	99.188974
59942	賞物	1	526067	99.189163
59943	賞罰	1	526068	99.189352
59944	賞罰分明	1	526069	99.189541
59945	賦役	1	526070	99.189730
59946	賦閑	1	526071	99.189919
59947	賦體	1	526072	99.190108
59948	賤役	1	526073	99.190297
59949	賤視	1	526074	99.190486
59950	賭王鬥千王	1	526075	99.190675
59951	賭局	1	526076	99.190864
59952	賭咒	1	526077	99.191053
59953	賭城大亨新哥傳奇	1	526078	99.191242
59954	賭勝	1	526079	99.191431
59955	賭聖	1	526080	99.191620
59956	賭資	1	526081	99.191809
59957	賭運	1	526082	99.191998
59958	賭錢	1	526083	99.192187
59959	賢女婿	1	526084	99.192376
59960	賢內助	1	526085	99.192565
59961	賢良	1	526086	99.192754
59962	賢妻	1	526087	99.192943
59963	賢明	1	526088	99.193132
59964	賢能	1	526089	99.193321
59965	賢淑	1	526090	99.193510
59966	賢婿	1	526091	99.193699
59967	賢德	1	526092	99.193888
59968	賣力氣	1	526093	99.194077
59969	賣方	1	526094	99.194266
59970	賣主	1	526095	99.194455
59971	賣官鬻爵	1	526096	99.194644
59972	賣物會	1	526097	99.194833
59973	賣屋	1	526098	99.195022
59974	賣春女	1	526099	99.195211
59975	賣價	1	526100	99.195400
59976	賣檳榔	1	526101	99.195589
59977	賣藝	1	526102	99.195778
59978	賣藝人	1	526103	99.195967
59979	賣麵	1	526104	99.196156
59980	賜令	1	526105	99.196345
59981	賜死	1	526106	99.196534
59982	賜福	1	526107	99.196723
59983	質子	1	526108	99.196912
59984	質劣	1	526109	99.197101
59985	質性	1	526110	99.197290
59986	質押	1	526111	99.197479
59987	質量驅動器	1	526112	99.197668
59988	質詢稿	1	526113	99.197857
59989	質輕	1	526114	99.198046
59990	質數	1	526115	99.198235
59991	質權	1	526116	99.198424
59992	赭色	1	526117	99.198613
59993	趣味化	1	526118	99.198802
59994	趣味橫生	1	526119	99.198991
59995	趣話	1	526120	99.199180
59996	趣點	1	526121	99.199369
59997	踫面	1	526122	99.199558
59998	踐約	1	526123	99.199747
59999	踝骨	1	526124	99.199936
60000	踢皮球	1	526125	99.200125
60001	踢倒	1	526126	99.200314
60002	踢動	1	526127	99.200503
60003	踢踏舞步聲	1	526128	99.200692
60004	踢翻	1	526129	99.200881
60005	踏步器	1	526130	99.201070
60006	踏到	1	526131	99.201259
60007	踏查	1	526132	99.201448
60008	踏破	1	526133	99.201637
60009	踏勘	1	526134	99.201826
60010	踏腳石	1	526135	99.202015
60011	踏腳褲	1	526136	99.202204
60012	踏遍	1	526137	99.202393
60013	踏歌圖	1	526138	99.202582
60014	踩在	1	526139	99.202771
60015	踩傷	1	526140	99.202960
60016	踩輪	1	526141	99.203149
60017	踟躕	1	526142	99.203338
60018	踟躕不前	1	526143	99.203527
60019	躺平	1	526144	99.203716
60020	輝照	1	526145	99.203905
60021	輛數	1	526146	99.204094
60022	輟學生	1	526147	99.204283
60023	輟學率	1	526148	99.204472
60024	輪休	1	526149	99.204661
60025	輪到	1	526150	99.204850
60026	輪狀	1	526151	99.205039
60027	輪狀病毒	1	526152	99.205228
60028	輪政	1	526153	99.205417
60029	輪候	1	526154	99.205606
60030	輪送	1	526155	99.205795
60031	輪圈蓋	1	526156	99.205984
60032	輪渡	1	526157	99.206173
60033	輪番	1	526158	99.206362
60034	輪距	1	526159	99.206551
60035	輪暴	1	526160	99.206740
60036	輪機室	1	526161	99.206929
60037	輪轉石印機	1	526162	99.207118
60038	適用性	1	526163	99.207307
60039	適材	1	526164	99.207496
60040	適值	1	526165	99.207685
60041	適婚	1	526166	99.207874
60042	適得其所	1	526167	99.208063
60043	適從	1	526168	99.208252
60044	適期	1	526169	99.208441
60045	適機	1	526170	99.208630
60046	適應性	1	526171	99.208819
60047	適應症	1	526172	99.209008
60048	適應期	1	526173	99.209197
60049	遮好	1	526174	99.209386
60050	遮屏	1	526175	99.209575
60051	遮風擋雨	1	526176	99.209764
60052	遮羞費	1	526177	99.209953
60053	遮蓋法	1	526178	99.210142
60054	遮蔽	1	526179	99.210331
60055	遮遮掩掩	1	526180	99.210520
60056	遮擋	1	526181	99.210709
60057	遮斷	1	526182	99.210898
60058	遮鏡	1	526183	99.211087
60059	遭人	1	526184	99.211276
60060	遭致	1	526185	99.211465
60061	遷戶口	1	526186	99.211654
60062	遷來	1	526187	99.211843
60063	遷建	1	526188	99.212032
60064	遷都	1	526189	99.212221
60065	遷進	1	526190	99.212410
60066	遷置	1	526191	99.212599
60067	遷廠	1	526192	99.212788
60068	遷離	1	526193	99.212977
60069	遷籍	1	526194	99.213166
60070	鄰長	1	526195	99.213355
60071	鄰城	1	526196	99.213544
60072	鄰家女孩	1	526197	99.213733
60073	鄰家少年殺人事件	1	526198	99.213922
60074	鄭三元	1	526199	99.214111
60075	鄭石岩	1	526200	99.214300
60076	鄭仲夔	1	526201	99.214489
60077	鄭百勝	1	526202	99.214678
60078	鄭君昭	1	526203	99.214867
60079	鄭明月	1	526204	99.215056
60080	鄭板橋書法集	1	526205	99.215245
60081	鄭板橋集	1	526206	99.215434
60082	鄭板橋集註釋	1	526207	99.215623
60083	鄭芝龍	1	526208	99.215812
60084	鄭貞銘	1	526209	99.216001
60085	鄭重其事	1	526210	99.216190
60086	鄭智泳	1	526211	99.216379
60087	鄭廉	1	526212	99.216568
60088	鄭愁予	1	526213	99.216757
60089	鄭樵	1	526214	99.216946
60090	鄧力群	1	526215	99.217135
60091	鄧小平式改革	1	526216	99.217324
60092	鄧之誠	1	526217	99.217513
60093	鄧文儀	1	526218	99.217702
60094	鄧有立	1	526219	99.217891
60095	鄧志鴻	1	526220	99.218080
60096	鄧肯	1	526221	99.218269
60097	鄧雨賢	1	526222	99.218458
60098	鄧鴻源	1	526223	99.218647
60099	醇和	1	526224	99.218836
60100	醇郁	1	526225	99.219025
60101	醇親王	1	526226	99.219214
60102	醉人	1	526227	99.219403
60103	醉生夢死	1	526228	99.219592
60104	醉客	1	526229	99.219781
60105	醉倒	1	526230	99.219970
60106	醉拳	1	526231	99.220159
60107	醉翁	1	526232	99.220348
60108	醉翁亭記碑	1	526233	99.220537
60109	醉茫茫	1	526234	99.220726
60110	醉態	1	526235	99.220915
60111	醉蝦	1	526236	99.221104
60112	醉蟹	1	526237	99.221293
60113	醋海燃酸	1	526238	99.221482
60114	醋酸	1	526239	99.221671
60115	醃魚	1	526240	99.221860
60116	銷假	1	526241	99.222049
60117	銷售力	1	526242	99.222238
60118	銷售者	1	526243	99.222427
60119	銷售網	1	526244	99.222616
60120	銷售權	1	526245	99.222805
60121	銷產	1	526246	99.222994
60122	銷貨	1	526247	99.223183
60123	銷魂蝕骨	1	526248	99.223372
60124	鋪面	1	526249	99.223561
60125	鋪晒	1	526250	99.223750
60126	鋪滿	1	526251	99.223939
60127	鋪蓋	1	526252	99.224128
60128	鋪線	1	526253	99.224317
60129	銬住	1	526254	99.224506
60130	鋤頭	1	526255	99.224695
60131	鋁材	1	526256	99.224884
60132	鋁板	1	526257	99.225073
60133	鋁門窗	1	526258	99.225262
60134	鋁圈	1	526259	99.225451
60135	鋁箔	1	526260	99.225640
60136	鋁箔包	1	526261	99.225829
60137	銳不可當	1	526262	99.226018
60138	銳突	1	526263	99.226207
60139	銳跑	1	526264	99.226396
60140	銳跑星球	1	526265	99.226585
60141	銳器	1	526266	99.226774
60142	鋒刃	1	526267	99.226963
60143	鋒利	1	526268	99.227152
60144	銲線機	1	526269	99.227341
60145	閭丘徹	1	526270	99.227530
60146	閱世	1	526271	99.227719
60147	閱兵典禮	1	526272	99.227908
60148	閱卷	1	526273	99.228097
60149	閱畢	1	526274	99.228286
60150	閱覽	1	526275	99.228475
60151	閱聽人	1	526276	99.228664
60152	閱讀燈	1	526277	99.228853
60153	震央	1	526278	99.229042
60154	震旦行	1	526279	99.229231
60155	震耳欲聾	1	526280	99.229420
60156	震度	1	526281	99.229609
60157	震倒	1	526282	99.229798
60158	震陷	1	526283	99.229987
60159	震愕	1	526284	99.230176
60160	震源	1	526285	99.230365
60161	震落	1	526286	99.230554
60162	霉味	1	526287	99.230743
60163	霉運	1	526288	99.230932
60164	霉漬	1	526289	99.231121
60165	靠山	1	526290	99.231310
60166	靠在	1	526291	99.231499
60167	靠岸	1	526292	99.231688
60168	靠枕	1	526293	99.231877
60169	靠背椅	1	526294	99.232066
60170	靠牆	1	526295	99.232255
60171	鞍部	1	526296	99.232444
60172	鞋底	1	526297	99.232633
60173	鞋面	1	526298	99.232822
60174	鞋釦	1	526299	99.233011
60175	鞋墊子	1	526300	99.233200
60176	鞋製品	1	526301	99.233389
60177	颳落	1	526302	99.233578
60178	養大	1	526303	99.233767
60179	養子	1	526304	99.233956
60180	養才	1	526305	99.234145
60181	養心	1	526306	99.234334
60182	養母	1	526307	99.234523
60183	養生主	1	526308	99.234712
60184	養老虎	1	526309	99.234901
60185	養身	1	526310	99.235090
60186	養兒育女	1	526311	99.235279
60187	養到	1	526312	99.235468
60188	養狗場	1	526313	99.235657
60189	養花	1	526314	99.235846
60190	養陰	1	526315	99.236035
60191	養魚經	1	526316	99.236224
60192	養鳥	1	526317	99.236413
60193	養尊處優	1	526318	99.236602
60194	養植區	1	526319	99.236791
60195	養殖場	1	526320	99.236980
60196	養廉	1	526321	99.237169
60197	養樂多	1	526322	99.237358
60198	養鴨人家	1	526323	99.237547
60199	養雞	1	526324	99.237736
60200	餓虎撲羊	1	526325	99.237925
60201	餓鬼道	1	526326	99.238114
60202	餓絕	1	526327	99.238303
60203	餘生錄	1	526328	99.238492
60204	餘光	1	526329	99.238681
60205	餘年	1	526330	99.238870
60206	餘威	1	526331	99.239059
60207	餘留	1	526332	99.239248
60208	餘暉	1	526333	99.239437
60209	餘暇	1	526334	99.239626
60210	餘裕	1	526335	99.239815
60211	餘熱	1	526336	99.240004
60212	餘蔭	1	526337	99.240193
60213	駝峰	1	526338	99.240382
60214	駐屯	1	526339	99.240571
60215	駐外特派員	1	526340	99.240760
60216	駐地	1	526341	99.240949
60217	駐法	1	526342	99.241138
60218	駐俄	1	526343	99.241327
60219	駐留	1	526344	99.241516
60220	駐華代表	1	526345	99.241705
60221	駐診	1	526346	99.241894
60222	駐臺辦事處	1	526347	99.242083
60223	駐澳特別委員會	1	526348	99.242272
60224	駐韓	1	526349	99.242461
60225	駛向	1	526350	99.242650
60226	駛進	1	526351	99.242839
60227	駕御	1	526352	99.243028
60228	駕機	1	526353	99.243217
60229	髮式	1	526354	99.243406
60230	髮夾	1	526355	99.243595
60231	髮夾彎	1	526356	99.243784
60232	髮束	1	526357	99.243973
60233	髮妻	1	526358	99.244162
60234	髮指	1	526359	99.244351
60235	髮根	1	526360	99.244540
60236	髮梳	1	526361	99.244729
60237	髮絲	1	526362	99.244918
60238	髮飾	1	526363	99.245107
60239	髮蒼蒼	1	526364	99.245296
60240	髮雕	1	526365	99.245485
60241	髮辮	1	526366	99.245674
60242	鬧中取靜	1	526367	99.245863
60243	鬧出	1	526368	99.246052
60244	鬧災荒	1	526369	99.246241
60245	鬧笑話	1	526370	99.246430
60246	鬧酒	1	526371	99.246619
60247	鬧熱	1	526372	99.246808
60248	鬧趣	1	526373	99.246997
60249	鬧翻	1	526374	99.247186
60250	鬧翻天	1	526375	99.247375
60251	魅人	1	526376	99.247564
60252	魷魚	1	526377	99.247753
60253	魷魚乾	1	526378	99.247942
60254	魯本斯	1	526379	99.248131
60255	魯伊斯‧阿爾瓦列茲	1	526380	99.248320
60256	魯迪‧盧意茲	1	526381	99.248509
60257	魯茨柯伊	1	526382	99.248698
60258	魯茨科伊	1	526383	99.248887
60259	魯凱	1	526384	99.249076
60260	魯凱族	1	526385	99.249265
60261	魯達	1	526386	99.249454
60262	魯爾鎮	1	526387	99.249643
60263	魯賓遜	1	526388	99.249832
60264	魯藝木刻工作團	1	526389	99.250021
60265	鴉雀無聲	1	526390	99.250210
60266	黎民偉	1	526391	99.250399
60267	黎仲實	1	526392	99.250588
60268	黎海寧	1	526393	99.250777
60269	黎莉莉	1	526394	99.250966
60270	墨玉河	1	526395	99.251155
60271	墨色	1	526396	99.251344
60272	墨刻作	1	526397	99.251533
60273	墨客	1	526398	99.251722
60274	墨國	1	526399	99.251911
60275	墨莊漫錄	1	526400	99.252100
60276	墨筆畫	1	526401	99.252289
60277	墨跡	1	526402	99.252478
60278	墨線	1	526403	99.252667
60279	齒狀	1	526404	99.252856
60280	齒狀電車	1	526405	99.253045
60281	齒骨	1	526406	99.253234
60282	齒棒	1	526407	99.253423
60283	齒棒小齒輪	1	526408	99.253612
60284	齒輪式摩擦	1	526409	99.253801
60285	齒頰留香	1	526410	99.253990
60286	齒鯨亞目	1	526411	99.254179
60287	儒生	1	526412	99.254368
60288	儒艮	1	526413	99.254557
60289	儒家思想	1	526414	99.254746
60290	儒將	1	526415	99.254935
60291	儒教	1	526416	99.255124
60292	儒學	1	526417	99.255313
60293	冀望	1	526418	99.255502
60294	冀圖	1	526419	99.255691
60295	凝血	1	526420	99.255880
60296	凝血因子	1	526421	99.256069
60297	凝乳塊	1	526422	99.256258
60298	凝思	1	526423	99.256447
60299	凝脂	1	526424	99.256636
60300	噙淚	1	526425	99.256825
60301	噤聲	1	526426	99.257014
60302	噪音主動消除系統	1	526427	99.257203
60303	噪音係數	1	526428	99.257392
60304	器宇軒昂	1	526429	99.257581
60305	器官捐獻卡	1	526430	99.257770
60306	器官捐獻法	1	526431	99.257959
60307	器型	1	526432	99.258148
60308	器械	1	526433	99.258337
60309	器樂	1	526434	99.258526
60310	噬咬	1	526435	99.258715
60311	噶丹頗章	1	526436	99.258904
60312	噶瑪蘭	1	526437	99.259093
60313	噶瑪蘭族	1	526438	99.259282
60314	壁上觀	1	526439	99.259471
60315	壁身	1	526440	99.259660
60316	壁虎車	1	526441	99.259849
60317	壁架	1	526442	99.260038
60318	壁緣	1	526443	99.260227
60319	墾丁國家公園	1	526444	99.260416
60320	墾丁凱撒	1	526445	99.260605
60321	墾荒	1	526446	99.260794
60322	墾殖區	1	526447	99.260983
60323	壇基	1	526448	99.261172
60324	奮力一搏	1	526449	99.261361
60325	奮身	1	526450	99.261550
60326	奮起湖	1	526451	99.261739
60327	奮鬥史	1	526452	99.261928
60328	奮然	1	526453	99.262117
60329	奮勵	1	526454	99.262306
60330	嬴家	1	526455	99.262495
60331	學力	1	526456	99.262684
60332	學力鑑定	1	526457	99.262873
60333	學工	1	526458	99.263062
60334	學生行為手冊	1	526459	99.263251
60335	學生活動中心	1	526460	99.263440
60336	學生校外會	1	526461	99.263629
60337	學生票	1	526462	99.263818
60338	學生棒球聯盟	1	526463	99.264007
60339	學生聯合會	1	526464	99.264196
60340	學好	1	526465	99.264385
60341	學成	1	526466	99.264574
60342	學弟	1	526467	99.264763
60343	學弟妹	1	526468	99.264952
60344	學步車	1	526469	99.265141
60345	學車	1	526470	99.265330
60346	學乖	1	526471	99.265519
60347	學妹	1	526472	99.265708
60348	學姐	1	526473	99.265897
60349	學前	1	526474	99.266086
60350	學度	1	526475	99.266275
60351	學院制	1	526476	99.266464
60352	學產基金	1	526477	99.266653
60353	學習區	1	526478	99.266842
60354	學習機	1	526479	99.267031
60355	學術自由	1	526480	99.267220
60356	學術性	1	526481	99.267409
60357	學術思想史	1	526482	99.267598
60358	學術討論會	1	526483	99.267787
60359	學術圈	1	526484	99.267976
60360	學術團體	1	526485	99.268165
60361	學規	1	526486	99.268354
60362	學陶	1	526487	99.268543
60363	學報	1	526488	99.268732
60364	學琴	1	526489	99.268921
60365	學樣	1	526490	99.269110
60366	學醫	1	526491	99.269299
60367	學齡	1	526492	99.269488
60368	學齡前兒童	1	526493	99.269677
60369	導入口	1	526494	99.269866
60370	導生服務隊	1	526495	99.270055
60371	導尿	1	526496	99.270244
60372	導盲	1	526497	99.270433
60373	導流板	1	526498	99.270622
60374	導航系統	1	526499	99.270811
60375	導航者	1	526500	99.271000
60376	導航基金會	1	526501	99.271189
60377	導論	1	526502	99.271378
60378	導體	1	526503	99.271567
60379	憲政史	1	526504	99.271756
60380	憲草	1	526505	99.271945
60381	憲報	1	526506	99.272134
60382	憑空	1	526507	99.272323
60383	憑恃	1	526508	99.272512
60384	憑窗	1	526509	99.272701
60385	憩睡	1	526510	99.272890
60386	憶念	1	526511	99.273079
60387	憶述	1	526512	99.273268
60388	憾事	1	526513	99.273457
60389	憾恨	1	526514	99.273646
60390	戰友	1	526515	99.273835
60391	戰史	1	526516	99.274024
60392	戰甲	1	526517	99.274213
60393	戰利品	1	526518	99.274402
60394	戰斧	1	526519	99.274591
60395	戰爭與和平	1	526520	99.274780
60396	戰俘營	1	526521	99.274969
60397	戰鬥村	1	526522	99.275158
60398	戰鬥性	1	526523	99.275347
60399	戰敗	1	526524	99.275536
60400	戰略家	1	526525	99.275725
60401	戰略點	1	526526	99.275914
60402	戰袍	1	526527	99.276103
60403	戰雲密佈	1	526528	99.276292
60404	戰勢	1	526529	99.276481
60405	戰慄之戀	1	526530	99.276670
60406	戰慄遊戲	1	526531	99.276859
60407	戰禍	1	526532	99.277048
60408	戰線	1	526533	99.277237
60409	戰衛砲操	1	526534	99.277426
60410	戰壕	1	526535	99.277615
60411	擅用	1	526536	99.277804
60412	擅有	1	526537	99.277993
60413	擅場	1	526538	99.278182
60414	擅變	1	526539	99.278371
60415	擁有者	1	526540	99.278560
60416	擁有率	1	526541	99.278749
60417	擁吻	1	526542	99.278938
60418	擋土牆	1	526543	99.279127
60419	擋泥板	1	526544	99.279316
60420	擋雨	1	526545	99.279505
60421	擋路	1	526546	99.279694
60422	擋箭牌	1	526547	99.279883
60423	撻伐	1	526548	99.280072
60424	據地	1	526549	99.280261
60425	據言	1	526550	99.280450
60426	據理力爭	1	526551	99.280639
60427	據報	1	526552	99.280828
60428	據實	1	526553	99.281017
60429	據實以答	1	526554	99.281206
60430	據稱	1	526555	99.281395
60431	據臺	1	526556	99.281584
60432	擄獲	1	526557	99.281773
60433	擇日	1	526558	99.281962
60434	擇地	1	526559	99.282151
60435	擇定	1	526560	99.282340
60436	擂臺賽	1	526561	99.282529
60437	操之在我	1	526562	99.282718
60438	操行	1	526563	99.282907
60439	操作者	1	526564	99.283096
60440	操股	1	526565	99.283285
60441	操控感	1	526566	99.283474
60442	操勞	1	526567	99.283663
60443	操演	1	526568	99.283852
60444	操練	1	526569	99.284041
60445	操縱者	1	526570	99.284230
60446	操縱桿	1	526571	99.284419
60447	撿垃圾運動	1	526572	99.284608
60448	撿便宜	1	526573	99.284797
60449	撿現成	1	526574	99.284986
60450	擔保物	1	526575	99.285175
60451	擔保權人	1	526576	99.285364
60452	擔架	1	526577	99.285553
60453	擔起	1	526578	99.285742
60454	擔驚受怕	1	526579	99.285931
60455	整人	1	526580	99.286120
60456	整合行銷	1	526581	99.286309
60457	整形	1	526582	99.286498
60458	整批	1	526583	99.286687
60459	整車	1	526584	99.286876
60460	整版	1	526585	99.287065
60461	整軍經武	1	526586	99.287254
60462	整套	1	526587	99.287443
60463	整副	1	526588	99.287632
60464	整瓶	1	526589	99.287821
60465	整備	1	526590	99.288010
60466	整場	1	526591	99.288199
60467	整幅	1	526592	99.288388
60468	整鈔	1	526593	99.288577
60469	整間	1	526594	99.288766
60470	整裝待發	1	526595	99.288955
60471	整幢	1	526596	99.289144
60472	整廠	1	526597	99.289333
60473	整編	1	526598	99.289522
60474	整整潔潔	1	526599	99.289711
60475	曆家	1	526600	99.289900
60476	曆書	1	526601	99.290089
60477	暹羅	1	526602	99.290278
60478	樸素無華	1	526603	99.290467
60479	樸樸	1	526604	99.290656
60480	樺山資紀	1	526605	99.290845
60481	樺木	1	526606	99.291034
60482	樺斑蝶	1	526607	99.291223
60483	橙色	1	526608	99.291412
60484	橙紅	1	526609	99.291601
60485	橙紅色	1	526610	99.291790
60486	橙黃	1	526611	99.291979
60487	橫山國小	1	526612	99.292168
60488	橫山梨	1	526613	99.292357
60489	橫切	1	526614	99.292546
60490	橫加	1	526615	99.292735
60491	橫式	1	526616	99.292924
60492	橫披	1	526617	99.293113
60493	橫波	1	526618	99.293302
60494	橫長型	1	526619	99.293491
60495	橫阻	1	526620	99.293680
60496	橫穿	1	526621	99.293869
60497	橫倚	1	526622	99.294058
60498	橫剖面	1	526623	99.294247
60499	橫帶脣魚	1	526624	99.294436
60500	橫帶鸚鯛	1	526625	99.294625
60501	橫梁	1	526626	99.294814
60502	橫桿	1	526627	99.295003
60503	橫梗	1	526628	99.295192
60504	橫貫公路	1	526629	99.295381
60505	橫貫鐵路	1	526630	99.295570
60506	橫軸	1	526631	99.295759
60507	橫須賀市	1	526632	99.295948
60508	橫槓	1	526633	99.296137
60509	橫標	1	526634	99.296326
60510	橫衝直撞	1	526635	99.296515
60511	橫豎	1	526636	99.296704
60512	橫躺	1	526637	99.296893
60513	橫遭	1	526638	99.297082
60514	橫斷	1	526639	99.297271
60515	橫斷面	1	526640	99.297460
60516	橘子水	1	526641	99.297649
60517	橘子紅	1	526642	99.297838
60518	橘子樹	1	526643	99.298027
60519	橘皮	1	526644	99.298216
60520	橘芭蕾舞學校	1	526645	99.298405
60521	橘花	1	526646	99.298594
60522	橘紅色	1	526647	99.298783
60523	樹仁基金會	1	526648	99.298972
60524	樹形	1	526649	99.299161
60525	樹果	1	526650	99.299350
60526	樹林分局	1	526651	99.299539
60527	樹海	1	526652	99.299728
60528	樹脂泡膠	1	526653	99.299917
60529	樹莓	1	526654	99.300106
60530	樹牌	1	526655	99.300295
60531	樹影	1	526656	99.300484
60532	樹叢	1	526657	99.300673
60533	樹懶	1	526658	99.300862
60534	樹藤	1	526659	99.301051
60535	橄欖球	1	526660	99.301240
60536	橄欖球場	1	526661	99.301429
60537	橄欖球隊	1	526662	99.301618
60538	橡木	1	526663	99.301807
60539	橡園市	1	526664	99.301996
60540	橡樹	1	526665	99.302185
60541	橋本新一郎	1	526666	99.302374
60542	橋板	1	526667	99.302563
60543	橋段	1	526668	99.302752
60544	橋面	1	526669	99.302941
60545	橋牌式改革	1	526670	99.303130
60546	樵夫	1	526671	99.303319
60547	機闗	1	526672	99.303508
60548	機心	1	526673	99.303697
60549	機布	1	526674	99.303886
60550	機甲警察	1	526675	99.304075
60551	機匠	1	526676	99.304264
60552	機位	1	526677	99.304453
60553	機身	1	526678	99.304642
60554	機車廠	1	526679	99.304831
60555	機油冷卻器	1	526680	99.305020
60556	機飛總動員續集	1	526681	99.305209
60557	機能性	1	526682	99.305398
60558	機能性健康飲料	1	526683	99.305587
60559	機密性	1	526684	99.305776
60560	機械工程	1	526685	99.305965
60561	機械式	1	526686	99.306154
60562	機械事業部	1	526687	99.306343
60563	機械性	1	526688	99.306532
60564	機械能	1	526689	99.306721
60565	機會主義者	1	526690	99.306910
60566	機會點	1	526691	99.307099
60567	機道	1	526692	99.307288
60568	機電工程署	1	526693	99.307477
60569	機鋒	1	526694	99.307666
60570	機關報	1	526695	99.307855
60571	機關槍	1	526696	99.308044
60572	機警	1	526697	99.308233
60573	機鏽品	1	526698	99.308422
60574	機體免疫能力	1	526699	99.308611
60575	橈骨	1	526700	99.308800
60576	歷代災異表	1	526701	99.308989
60577	歷史性	1	526702	99.309178
60578	歷史家	1	526703	99.309367
60579	歷歷	1	526704	99.309556
60580	澡堂	1	526705	99.309745
60581	濃茶	1	526706	99.309934
60582	濃湯	1	526707	99.310123
60583	濃煙	1	526708	99.310312
60584	濃聚層	1	526709	99.310501
60585	濃濃	1	526710	99.310690
60586	濃縮版	1	526711	99.310879
60587	濃霧	1	526712	99.311068
60588	濃豔	1	526713	99.311257
60589	濃鬱	1	526714	99.311446
60590	澤曼尼亞河	1	526715	99.311635
60591	濁世	1	526716	99.311824
60592	濁流	1	526717	99.312013
60593	濁重	1	526718	99.312202
60594	澧泉	1	526719	99.312391
60595	澳大	1	526720	99.312580
60596	澳州	1	526721	99.312769
60597	澳洲人	1	526722	99.312958
60598	澳洲鵜鶘	1	526723	99.313147
60599	激將法	1	526724	99.313336
60600	激情海岸	1	526725	99.313525
60601	激情模特兒	1	526726	99.313714
60602	激進分子	1	526727	99.313903
60603	激進派	1	526728	99.314092
60604	激惹	1	526729	99.314281
60605	激敬	1	526730	99.314470
60606	激劇	1	526731	99.314659
60607	激蕩	1	526732	99.314848
60608	激辯	1	526733	99.315037
60609	激變	1	526734	99.315226
60610	澹淡	1	526735	99.315415
60611	熾手可熱	1	526736	99.315604
60612	熾然	1	526737	99.315793
60613	熾愛	1	526738	99.315982
60614	燒光	1	526739	99.316171
60615	燒光光	1	526740	99.316360
60616	燒成	1	526741	99.316549
60617	燒完	1	526742	99.316738
60618	燒灶	1	526743	99.316927
60619	燒灼	1	526744	99.317116
60620	燒灼感	1	526745	99.317305
60621	燒乳豬	1	526746	99.317494
60622	燒炭	1	526747	99.317683
60623	燒草	1	526748	99.317872
60624	燒掉	1	526749	99.318061
60625	燒殺	1	526750	99.318250
60626	燒煮	1	526751	99.318439
60627	燒菜	1	526752	99.318628
60628	燒開	1	526753	99.318817
60629	燒開水	1	526754	99.319006
60630	燒傷	1	526755	99.319195
60631	燒煤	1	526756	99.319384
60632	燒解	1	526757	99.319573
60633	燒遍	1	526758	99.319762
60634	燒燙	1	526759	99.319951
60635	燒燬	1	526760	99.320140
60636	燈火資	1	526761	99.320329
60637	燈光師	1	526762	99.320518
60638	燈光業	1	526763	99.320707
60639	燈泡筆	1	526764	99.320896
60640	燈花	1	526765	99.321085
60641	燈芯	1	526766	99.321274
